,Dynamic Sharpe,60/40 Sharpe,Equal Sharpe,Dynamic Volatility,60/40 Volatility,Equal Volatility
2024-09-10,1.5638475421434903,1.230246850072683,1.489246381448929,13.194786583055112,10.978294113880919,8.08697614112946
2024-09-11,1.57880149184305,1.2722866002243811,1.5212348263943007,13.205199921294122,10.990138698962555,8.09583237337013
2024-09-12,1.7145814776923445,1.3099896662632668,1.6120230401298854,13.237331254819667,10.991496777985061,8.100640939447947
2024-09-13,1.7500470984339997,1.3419672250012733,1.653911970268081,13.250132525532427,10.996972938781278,8.108613995871083
2024-09-16,1.7030450307829068,1.3620200121517112,1.6575837077816091,13.244153440247677,11.00247730195491,8.108879407261634
2024-09-17,1.7776560253282123,1.4411749462749932,1.7037145042605542,13.192325703325505,10.954961940744113,8.090176463945149
2024-09-18,1.727667867666564,1.3523753598142,1.6042181152614523,13.2081506805269,10.979389412601858,8.111277905820987
2024-09-19,1.86997568840526,1.4686417764700839,1.7425740488155648,13.319032852208803,10.997659032546363,8.146197763275426
2024-09-20,1.9722363706502248,1.485189744282309,1.7992688271507151,13.285677960463385,10.991001659421869,8.13492731378215
2024-09-23,2.110976170905079,1.709096791543066,1.9897048141185745,13.195482616157875,10.782767717518512,8.024443886160865
2024-09-24,2.167240096729066,1.7070583543151407,2.0081375704512636,13.21241740347086,10.782590320723273,8.029006065956231
2024-09-25,2.1480799609615766,1.735796760981623,2.0381971784410937,13.214349052171526,10.764546734893694,8.016721891033292
2024-09-26,2.2806252095810233,1.8717470431220913,2.170039956804446,13.163691937144307,10.70855731510487,7.981476588267773
2024-09-27,2.2394753346272074,1.9007846685542165,2.2057746365313164,13.17974370733116,10.704918639420246,7.971892702091743
2024-09-30,2.1869657040669184,1.8626651848348794,2.1490288142862135,13.175693640908346,10.698495139711214,7.97370468107814
2024-10-01,2.179143662449305,1.8517743079433395,2.1720075773375367,13.177634359296919,10.701528016149629,7.969534933350378
2024-10-02,2.149669351349382,1.8916938813824358,2.2165706449061426,13.17370531584199,10.679728109748417,7.953296414091374
2024-10-03,2.2819577727840605,2.0283906466864026,2.334666368918805,13.062393227284735,10.546685456878532,7.877192912447256
2024-10-04,2.2400436511314057,1.9455569563921378,2.2358525794180477,13.030678004311152,10.508460482947145,7.854091417901846
2024-10-07,2.1971602010272906,1.879362223667826,2.1679881368735066,13.053334650987452,10.546053529320877,7.880961707057919
2024-10-08,2.124018259146286,1.916044322554097,2.1790920378170173,12.98925023487912,10.559019578922026,7.883403059759614
2024-10-09,2.0938655959866357,1.821642820495261,2.0503223222245217,12.98157730404124,10.488785771774756,7.812102500212655
2024-10-10,2.0737731375031236,1.7714503229030891,2.0421363344970014,12.976090202958911,10.493430017956376,7.812320822216602
2024-10-11,2.080216531481881,1.69540251446501,1.9871636732738027,12.979768556159707,10.447551173889316,7.78625500704225
2024-10-14,2.1462000829270407,1.9051933394871003,2.1400504126540096,12.969535405341457,10.339312619523048,7.731598729006317
2024-10-15,2.190229397065311,1.867872286664423,2.0617310587250475,12.937823729531953,10.334742603293128,7.711268205118421
2024-10-16,2.140678493889008,1.9104722343698703,2.108737095857184,12.906469046376856,10.339560226300256,7.711390391321656
2024-10-17,2.181253532345555,1.8902165341303396,2.131317907297646,12.90263915821171,10.351099365997081,7.702979361499374
2024-10-18,2.352269305635541,2.0421199191676696,2.241450209516072,12.838718474134053,10.275782227988978,7.692211274925176
2024-10-21,2.430201909652008,2.1091047642376024,2.25037788510593,12.797402445381312,10.211763620608165,7.687902067733625
2024-10-22,2.591566233393073,2.1641526602120895,2.301041833071719,12.714241400413956,10.193435358554556,7.683520823735187
2024-10-23,2.469880938089924,2.0578239882610596,2.165320404307276,12.788340962675385,10.218244518379944,7.7223962237644175
2024-10-24,2.453513258861867,2.006789614388644,2.1562950620886876,12.777005607386252,10.184523578970296,7.718231973845661
2024-10-25,2.6754054163198586,2.1922806054936697,2.3297875881384846,12.584352524398005,10.017072059613378,7.623168851451023
2024-10-28,2.8374981110935953,2.211805101562969,2.3359495783169733,12.461165912691065,10.014741678169083,7.622303378787423
2024-10-29,2.886098062983785,2.2751917159607675,2.3659211473761284,12.477799765322505,9.999824571671473,7.628606807708556
2024-10-30,2.8012477868303667,2.2171915008740206,2.3354679992431553,12.443461491945401,9.992089094094398,7.630052824330163
2024-10-31,2.5674538990574813,2.0713241292733513,2.1875743667853698,12.61602906553953,10.0667801380599,7.705368823981976
2024-11-01,2.5031302031836917,1.9085489488129062,2.0431630187409935,12.549442967938282,9.977106785440217,7.656278730157284
2024-11-04,2.359542304487736,1.786010762836158,1.9500439338077238,12.4396476802114,9.791602023562515,7.583211086156487
2024-11-05,2.3648687745706964,1.7963053891142389,1.9330160940356378,12.446123202321848,9.80113224258272,7.5724224067060115
2024-11-06,2.4761931253200795,1.859420341136141,1.9330570401548657,12.600692611001977,9.799145879351787,7.572407899185378
2024-11-07,2.516649500085598,1.8771512975207472,1.9913675523731296,12.643871757173509,9.815210619410731,7.620744849097963
2024-11-08,2.522553312907047,1.881129237199456,1.992806976067337,12.643651511862892,9.818191663812579,7.620939507538842
2024-11-11,2.5727844302301626,2.032876925173631,2.030739768157526,12.615133631175993,9.706401748954386,7.5977353790865845
2024-11-12,2.418212375796308,1.8360996050510034,1.8743964378928533,12.486702448928163,9.688212101225897,7.6121349112532295
2024-11-13,2.4252649315632073,1.8137254456762468,1.8311160507484707,12.484507168479242,9.695313647710067,7.622129886603564
2024-11-14,2.2315547563193796,1.6195987321434617,1.6356782207341662,12.359207598180573,9.495599057368839,7.488392161537755
2024-11-15,2.042857071342796,1.5674528546909337,1.5946841761724768,12.520966385448762,9.52985408347788,7.510022299501798
2024-11-18,2.089325834481129,1.542685927370122,1.5941793970654168,12.53502986350295,9.52013931814232,7.5097287726572866
2024-11-19,2.131529187000198,1.558826258954957,1.6380159787442512,12.544356483806302,9.52467186487751,7.519293460568745
2024-11-20,2.0552148129295675,1.4766159570195942,1.5831929732260335,12.509931440788357,9.505425005227966,7.510625383370488
2024-11-21,2.129099054031701,1.5227933852620763,1.6081446734846945,12.501230132007137,9.505350190740721,7.513246654987436
2024-11-22,2.1216850746851814,1.506083859925956,1.6330116198089786,12.49945242482009,9.501577449147938,7.517088294547565
2024-11-25,2.1224015371765366,1.6712373641779712,1.693060074105203,12.499321696487895,9.557336225515014,7.513162231869119
2024-11-26,2.1713293003179626,1.6316154162798282,1.6448711583077895,12.502771512103939,9.545751401461455,7.5012465362205445
2024-11-27,2.1073266236915567,1.627031547233293,1.597212613572723,12.52096527880417,9.545572883119505,7.492895164162388
2024-11-29,2.1750163770297997,1.6578484805197744,1.6370235722350104,12.537452393137425,9.56406361661967,7.51161471327616
2024-12-02,2.234075754598303,1.7038061870065389,1.6970522228728047,12.551936765921369,9.559868519165482,7.501143943378211
2024-12-03,2.220493287703933,1.5630096834265517,1.568341215591263,12.549446820012442,9.513104079346233,7.450567631778589
2024-12-04,2.36452526083025,1.6949297041782208,1.7605025002636177,12.546560473817859,9.524451996071507,7.424434439135548
2024-12-05,2.3316940288682213,1.6100697791720082,1.6769076224304376,12.552176887969372,9.49443103216617,7.417215856019017
2024-12-06,2.425381624463509,1.598383573661651,1.6895165876265925,12.545439726509633,9.492580039935493,7.4193961106653745
2024-12-09,2.2815713969745097,1.4983757688499588,1.6147799491310615,12.528705631513152,9.521420348477395,7.423911348254547
2024-12-10,2.2205562569764763,1.4649686115106912,1.6657337626959703,12.532742078735199,9.530886549517321,7.412037799099869
2024-12-11,2.26916257390657,1.4580791135877207,1.7154369330114543,12.586996543003462,9.530580112236867,7.417964574221281
2024-12-12,2.165457745901397,1.3283857495258795,1.5724095625467371,12.596621640555533,9.564652174512227,7.455721322665538
2024-12-13,2.1083793762379335,1.1174515070221598,1.3470678513703858,12.546153137218004,9.42652655803516,7.31985418853761
2024-12-16,2.183209124614894,1.0352440309776365,1.306871947657839,12.582060584908639,9.35963242353609,7.296944440450943
2024-12-17,2.126684395813513,1.0248052614793794,1.2998355813694895,12.593627420753434,9.3612458831965,7.298260500411219
2024-12-18,1.7391583589362967,0.7515786435209496,1.0057786806308922,13.077002844924554,9.657213162026359,7.532002218403902
2024-12-19,1.6749810150068014,0.626005355776155,0.900224937506969,13.07582120733917,9.665656504670274,7.533591882144404
2024-12-20,1.8712123294915266,0.7804554883187634,1.0350016424165023,13.010600684516122,9.688425885741164,7.549281941584842
2024-12-23,1.854085785942297,0.7474235741196404,0.9817652507456264,12.99410087451595,9.68488906453794,7.543737289030639
2024-12-24,1.930247425406698,0.83701449060686,1.043609439952448,13.044091324804786,9.716223056278837,7.559256634512657
2024-12-26,1.8867008114650505,0.7977876897860103,1.0127801090702335,13.037864538562873,9.711190662340643,7.553483104373332
2024-12-27,1.7675002667286381,0.6136018918793579,0.8424338738921324,13.107223900144996,9.733137653453323,7.57007095508674
2024-12-30,1.6634543510324074,0.6031479747071837,0.8525091400461253,13.178263650477895,9.736813156518021,7.567224009264817
2024-12-31,1.639849606587065,0.6140768977137419,0.8691853309854826,13.192093589463536,9.731243978086763,7.562181934823556
2025-01-02,1.7333411214040468,0.6698524733553018,0.9780542962387505,13.118675146386192,9.712435034412353,7.5366282505804305
2025-01-03,1.9052668156000305,0.7661527195301786,1.0593862004339392,13.156652711350073,9.7224109007318,7.529878272164946
2025-01-06,2.0202311842292437,0.8693878486697386,1.1508735619888308,13.163776538627564,9.685459023762713,7.511688114629421
2025-01-07,1.8857307096973666,0.7780393503003793,1.0810276861732069,13.27106866066753,9.75146746548788,7.54278918560394
2025-01-08,1.7706123430110607,0.6698534877578647,1.0176580403343705,13.165871934536833,9.677593584857513,7.517191600144417
2025-01-10,1.637181467327959,0.5786395043510537,0.9438575412015202,13.271367067932923,9.74791421914722,7.545737709569504
2025-01-13,1.5867043595963772,0.5712123142196838,0.904860402366802,13.267185889715321,9.747336224063751,7.550523872237848
2025-01-14,1.571556077938494,0.5527550925543686,0.8782333853026744,13.267366111189432,9.746041167222666,7.546824828419417
2025-01-15,1.7089080226750748,0.7263728506554382,1.0064964692794083,13.418480691971373,9.897691700532436,7.648713808029065
2025-01-16,1.6906422588795547,0.8258864635555373,1.1094817422733891,13.427340582682538,9.849141628827777,7.6138938317861244
2025-01-17,1.829227706519344,0.9332469307037388,1.2267193469804631,13.478258506315436,9.858371118361868,7.602694721074295
2025-01-21,1.8077391552571571,1.0051686796748494,1.2728668973580204,13.460309693463282,9.894468590045715,7.626386551090432
2025-01-22,1.7711972000785872,0.9331052616694784,1.227347544889224,13.407714914659024,9.860796374619989,7.607471675040623
2025-01-23,1.7804329446383484,0.8981060476732687,1.1980421221071254,13.409177526778016,9.855897291564707,7.607824357017505
2025-01-24,1.7253013302775428,0.9132211257441948,1.2077224072440633,13.420988639069565,9.85407976581103,7.60773034463464
2025-01-27,1.4952435190993434,0.8906740969462413,1.1523570209920067,13.654822920185309,9.861297446302975,7.630148369737054
2025-01-28,1.5609432934295142,0.8809907862066604,1.1692560956501952,13.702478871246987,9.856360989902955,7.637482109226358
2025-01-29,1.5732898128226827,0.8603358777296243,1.1651710755930913,13.697053185964824,9.862461823366246,7.638547313818853
2025-01-30,1.5384204163463553,0.8161809470794248,1.1404687523987636,13.673649122673115,9.831829458998023,7.623032844957524
2025-01-31,1.5438122183282474,0.7236062668769508,1.1035180878233266,13.671501008722164,9.8483688862937,7.627635944998088
2025-02-03,1.6231051982816973,0.7775376131564219,1.1388953381144373,13.588048829922936,9.828187882888475,7.620634136783478
2025-02-04,1.608672623322111,0.6796682480631276,1.0864028835742496,13.571432565276067,9.722416728586719,7.575426532276186
2025-02-05,1.5954748765794686,0.7966078531251886,1.2130825527171034,13.565175051885955,9.755017879324027,7.586826291213035
2025-02-06,1.6565051422729051,0.9278823516652398,1.3223204476910844,13.556766844902587,9.695391166713849,7.548093791610737
2025-02-07,1.5666376477180928,0.7842035108428332,1.2012253171622138,13.600190569279501,9.719934495909145,7.562644726998815
2025-02-10,1.59636851520125,0.7822519699089721,1.2462846849283755,13.624730926716532,9.719437528388793,7.577661572263176
2025-02-11,1.5836729456160994,0.7817640975232082,1.2312543311620674,13.62673132738059,9.719559964840398,7.5811533361683034
2025-02-12,1.5423960230546216,0.6763344151200886,1.1611605700933325,13.6218923518012,9.748755197657424,7.593831030685366
2025-02-13,1.6459411792658236,0.7999917282208405,1.2931442259329347,13.66575090994977,9.828220412313122,7.651499438523447
2025-02-14,1.7723953629517122,0.9888979518165235,1.4782297771223076,13.569947389843446,9.702149757062212,7.53872101872924
2025-02-18,1.7483457965575901,0.8829987375829427,1.4230652464063631,13.557762797132906,9.683546665039009,7.526191230021523
2025-02-19,1.7208493736349986,0.8401867977986477,1.3833193477738077,13.552527339777617,9.667741735870317,7.517432152752444
2025-02-20,1.7332238070658932,0.8862640753734884,1.4294390930526728,13.546085970505443,9.651382461078759,7.506100685944863
2025-02-21,1.617077048244381,0.8584132908235786,1.392998835770818,13.6639306273405,9.664115517403747,7.514937575940207
2025-02-24,1.577536424295771,0.8661634595481423,1.4137437889408984,13.685676730178468,9.662262485712594,7.510532317862786
2025-02-25,1.3730134761461787,0.766005903742894,1.290404319958765,13.611176077386938,9.569256795826753,7.462794070999432
2025-02-26,1.376910279822416,0.7348097075599251,1.2726119478801918,13.611363725315167,9.557147045478274,7.458333422575132
2025-02-27,1.2076932879437854,0.6343603305452891,1.1343004494656423,13.80839690966912,9.636725720828792,7.5469413048215745
2025-02-28,1.2923465911605332,0.791363279263694,1.2408487230646146,13.8630167791003,9.732111359958154,7.576761709775423
2025-03-03,1.2086072245061368,0.6806947340245044,1.187125559439696,13.92688435913476,9.774682042656291,7.584659149668224
2025-03-04,1.1370550625813356,0.502534798381634,1.080207577551173,13.921707940794429,9.843793216259407,7.585345397511779
2025-03-05,1.105876469948741,0.4541449427961555,0.9885054327051619,13.88272035795631,9.817338323974324,7.534902562288661
2025-03-06,0.9377603819720354,0.3514831378672172,0.8528464054407366,14.024841783543918,9.892138906295491,7.594213725287348
2025-03-07,1.037557436102042,0.37608469472227407,0.874679166480259,14.001186041598295,9.893493994993765,7.594701527234189
2025-03-10,0.7737905566981621,0.19872933768791007,0.685388025605634,14.284850682370745,9.957084422984794,7.645328534973256
2025-03-11,0.6908133130855487,0.06377466304602943,0.5927097785996932,14.249297012442472,9.975643585588271,7.631262847128623
2025-03-12,0.782983451221386,0.11502714814866204,0.6450321665878972,14.253326765095514,9.96554748153714,7.628786656796052
